Day;AdsetId;Adset;AdvertiserId;Advertiser;CategoryId;Category;CampaignId;Campaign;Device;Currency;Displays;Clicks;AdvertiserCost;RevenueGeneratedClientAttribution;SalesClientAttribution;SalesAllClientAttribution;AdvertiserValue;AdvertiserAllValue
2021-09-13;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Other;USD;0;0;0;0;0;0;0;0
2022-01-14;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Smartphone;USD;14482;58;18.8764;67.93;1;1;0;0
2021-07-03;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Other;USD;17;0;0.0009;0;0;0;0;0
2022-04-16;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Smartphone;USD;19119;84;48.12;0;0;0;0;0
2021-08-10;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Smartphone;USD;4;0;0.0001;0;0;0;0;0
2022-03-08;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Unknown;USD;102;0;0.1443;0;0;0;0;0
2022-01-17;296930;Loyalty - All Buyers;64410;Nuts US;0;;280283;Loyalty - All Buyers;Other;USD;0;0;0;0;0;0;0;0
2021-03-04;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Desktop;USD;679;4;0.64;0;0;0;0;0
2021-10-30;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Tablet;USD;12;7;2.1;59.99;1;1;0;0
2021-08-24;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Smartphone;USD;49;0;0;0;0;0;0;0
2022-01-01;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Smartphone;USD;120;0;0.1262;0;0;1;0;0
2022-04-07;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Smartphone;USD;1569;11;4.7723;128.91;2;3;0;0
2021-12-17;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Desktop;USD;19106;53;21.2;101.92;3;5;0;0
2021-02-12;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Other;USD;4;0;0;0;0;0;0;0
2021-11-02;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;Tablet;USD;546;1;0.951;0;0;0;0;0
2021-04-09;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Other;USD;13;0;0;0;0;0;0;0
2021-09-15;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;Tablet;USD;580;4;1.4936;0;0;0;0;0
2022-04-16;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Tablet;USD;10145;119;35.0654;446.5;7;9;0;0
2021-12-12;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Desktop;USD;15760;16;38.6536;694.29;10;11;0;0
2021-11-04;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;CTV;USD;0;0;0;0;0;0;0;0
2021-09-19;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Tablet;USD;676;14;3.0822;0;0;0;0;0
2021-10-18;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;0;0;0;0;0;0;0;0
2021-07-29;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Desktop;USD;23691;44;25.6132;487.54;8;12;0;0
2022-03-14;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Other;USD;0;0;0;0;0;0;0;0
2021-07-24;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Tablet;USD;519;3;1.2204;0;0;0;0;0
2021-10-28;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;Other;USD;0;0;0;0;0;0;0;0
2022-03-03;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Desktop;USD;1215;1;0.4675;38.96;1;1;0;0
2022-04-15;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Desktop;USD;301;0;1.76;0;0;0;0;0
2021-08-18;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Other;USD;0;0;0;0;0;0;0;0
2021-11-02;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Desktop;USD;1224;5;1.5;0;0;0;0;0
2021-07-25;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Smartphone;USD;48;0;0;0;0;0;0;0
2022-01-27;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Unknown;USD;3;0;0;0;0;0;0;0
2021-07-16;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Tablet;USD;205;0;0;0;0;0;0;0
2022-04-15;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Smartphone;USD;141;4;0.56;0;0;0;0;0
2022-04-20;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;CTV;USD;10;0;0;0;0;0;0;0
2021-05-10;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Other;USD;3;0;0;0;0;0;0;0
2022-01-11;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Desktop;USD;48499;40;27.1814;27.48;1;1;0;0
2022-03-25;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Tablet;USD;5710;25;7.5168;0;0;0;0;0
2021-12-03;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Unknown;USD;11;0;0.0232;0;0;0;0;0
2022-02-06;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Other;USD;3;0;0.1094;0;0;0;0;0
2022-04-08;309112;Commerce Audience/Lapsed Buyers;64410;Nuts US;0;;290293;Commerce Audience/Lapsed Buyers;Smartphone;USD;16494;70;82.0319;493.43;9;10;0;0
2022-01-25;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Smartphone;USD;38662;533;106.6;1058.63;16;19;0;0
2022-03-25;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;;USD;0;0;0;0;0;0;0;0
2021-11-22;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Other;USD;2;0;0.0002;0;0;0;0;0
2022-03-22;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Smartphone;USD;10073;105;38.3051;165.79;4;6;0;0
2022-04-20;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;;USD;0;0;0;0;0;0;0;0
2021-12-04;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Other;USD;1;0;0.0004;0;0;0;0;0
2022-04-03;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;;USD;0;0;0;0;0;0;0;0
2021-02-27;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Desktop;USD;192;0;0;0;0;0;0;0
2021-12-25;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Other;USD;3;0;0.0001;0;0;0;0;0
2021-12-29;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Other;USD;2;0;0.0001;0;0;0;0;0
2022-03-10;306129;Similar Audience & Lapsed Users;64410;Nuts US;0;;287853;Similar Audience & Lapsed Users;Other;USD;0;0;0;0;0;0;0;0
2021-02-19;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Smartphone;USD;2313;31;3.1;149.82;4;8;0;0
2021-08-14;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Desktop;USD;1505;0;0;0;0;0;0;0
2022-03-26;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Desktop;USD;169655;663;579.6991;6749.91;92;96;0;0
2022-03-22;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Desktop;USD;325123;1197;1026.6876;11128.33;217;238;0;0
2022-02-27;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Other;USD;0;0;0;0;0;0;0;0
2021-05-02;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Smartphone;USD;51501;617;191.27;1649.29;34;47;0;0
2021-11-12;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Other;USD;4;0;0.0011;0;0;0;0;0
2021-03-25;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Smartphone;USD;66;0;0;0;0;0;0;0
2022-02-26;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;;USD;0;0;0;0;0;0;0;0
2021-09-20;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Other;USD;1;0;0;0;0;0;0;0
2021-12-21;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Smartphone;USD;26846;206;47.155;56.93;2;2;0;0
2021-02-19;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Smartphone;USD;4638;41;4.1;110.87;1;2;0;0
2021-08-15;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Other;USD;0;0;0;0;0;0;0;0
2022-01-17;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Other;USD;21;0;0;0;0;0;0;0
2021-08-24;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Tablet;USD;12;0;0;0;0;0;0;0
2021-09-22;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;Desktop;USD;5209;16;8.1842;30.96;1;1;0;0
2021-08-29;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;Desktop;USD;5339;8;9.6239;0;0;0;0;0
2021-11-18;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Smartphone;USD;17959;181;54.3;104.91;2;2;0;0
2021-02-13;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Tablet;USD;5;2;0.2;0;0;0;0;0
2021-04-12;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Smartphone;USD;40215;305;67.1;74.39;3;6;0;0
2021-03-04;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Other;USD;0;0;0;0;0;0;0;0
2022-04-17;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;CTV;USD;0;0;0;0;0;0;0;0
2021-05-22;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Smartphone;USD;14439;125;23.75;68.94;1;1;0;0
2021-10-04;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Desktop;USD;2;0;0.0058;0;0;0;0;0
2021-02-21;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Smartphone;USD;78;0;0;0;0;0;0;0
2022-01-25;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Tablet;USD;7;3;0.0224;0;0;0;0;0
2021-11-18;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Desktop;USD;35687;46;16.1;187.55;2;2;0;0
2021-03-18;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Other;USD;13;0;0.0006;0;0;0;0;0
2021-01-05;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Other;USD;102;0;0.0128;0;0;0;0;0
2021-09-23;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Other;USD;19;0;0;0;0;0;0;0
2021-12-08;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Tablet;USD;15;0;0;0;0;0;0;0
2021-12-12;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Other;USD;0;0;0;0;0;0;0;0
2021-12-20;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Other;USD;4;0;0;0;0;0;0;0
2021-12-10;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Smartphone;USD;5848;33;10.4141;64.93;2;2;0;0
2022-01-25;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Unknown;USD;3;0;0.0039;0;0;0;0;0
2021-05-02;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Other;USD;20;0;0;0;0;0;0;0
2021-07-08;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Other;USD;40;0;0.0001;0;0;0;0;0
2021-03-25;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Tablet;USD;24;4;0.64;0;0;0;0;0
2021-11-07;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;Unknown;USD;3;0;0.0124;0;0;0;0;0
2022-02-12;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Unknown;USD;2;0;0;0;0;0;0;0
2022-04-19;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Unknown;USD;10;0;0.0175;0;0;0;0;0
2021-02-17;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Desktop;USD;5393;8;1.04;0;0;0;0;0
2021-06-29;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Desktop;USD;16;1;0.1;0;0;0;0;0
2021-06-01;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Desktop;USD;165;0;0;0;0;0;0;0
2021-05-20;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Desktop;USD;280;0;0;0;0;0;0;0
2021-08-17;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Smartphone;USD;10;0;0;0;0;0;0;0
2022-01-14;296930;Loyalty - All Buyers;64410;Nuts US;0;;280283;Loyalty - All Buyers;Smartphone;USD;19952;136;27.8326;252.32;4;4;0;0
2021-04-15;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Desktop;USD;559;0;0.0028;0;0;0;0;0
2021-11-12;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Desktop;USD;262;4;0.4;0;0;0;0;0
2021-10-16;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Other;USD;0;0;0;0;0;0;0;0
2022-03-05;304187;Prospecting - Contextual Mobile_Tablet;64410;Nuts US;0;;286231;Prospecting - Contextual;CTV;USD;896;0;0.0816;0;0;0;0;0
2021-06-08;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Unknown;USD;10;0;0;0;0;0;0;0
2021-08-24;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Desktop;USD;6330;22;5.94;4.99;1;2;0;0
2021-04-06;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Other;USD;1;0;0;0;0;0;0;0
2021-04-07;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Other;USD;0;0;0;0;0;0;0;0
2022-03-28;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Tablet;USD;18981;218;91.9028;691.36;10;11;0;0
2021-09-21;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;0;0;0;0;0;0;0;0
2021-09-25;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;2;0;0;0;0;0;0;0
2021-08-11;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Tablet;USD;388;5;2.1252;0;0;0;0;0
2021-08-03;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Desktop;USD;35821;96;51.1623;899.75;18;19;0;0
2021-05-12;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;13;0;0;0;0;0;0;0
2021-08-23;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Desktop;USD;17339;52;26.5951;694.7;13;16;0;0
2021-11-20;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Unknown;USD;1;0;0;0;0;0;0;0
2022-03-14;296930;Loyalty - All Buyers;64410;Nuts US;0;;280283;Loyalty - All Buyers;Unknown;USD;8;0;0.0061;0;0;0;0;0
2022-03-03;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Desktop;USD;333;0;0;0;0;0;0;0
2022-01-14;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Desktop;USD;3948;3;0.9;0;0;0;0;0
2021-12-05;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Desktop;USD;1124;2;0.6;0;0;1;0;0
2021-11-01;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Unknown;USD;38;0;0.2084;0;0;0;0;0
2021-07-30;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Desktop;USD;198;0;0;0;0;0;0;0
2021-08-15;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Smartphone;USD;13;0;0;0;0;0;0;0
2021-03-11;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Smartphone;USD;6;0;0.0002;0;0;0;0;0
2022-04-10;306129;Similar Audience & Lapsed Users;64410;Nuts US;0;;287853;Similar Audience & Lapsed Users;Tablet;USD;13378;118;33.3611;45.95;2;2;0;0
2021-04-30;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Tablet;USD;3;3;0.9;0;0;0;0;0
2021-02-23;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Tablet;USD;20;0;0;0;0;0;0;0
2022-03-08;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Desktop;USD;538008;776;504.7768;1255.29;31;31;0;0
2022-04-14;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;;USD;0;0;0;0;0;0;0;0
2022-03-16;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Desktop;USD;290018;413;252.4238;749.03;17;17;0;0
2022-01-31;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;CTV;USD;11;0;0;0;0;0;0;0
2021-09-25;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Desktop;USD;80093;256;190.6736;366.34;9;9;0;0
2022-02-23;304187;Prospecting - Contextual Mobile_Tablet;64410;Nuts US;0;;286231;Prospecting - Contextual;Tablet;USD;77275;117;18.6088;0;0;0;0;0
2021-12-22;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Desktop;USD;301187;413;379.6137;709.08;19;20;0;0
2021-03-16;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Other;USD;0;0;0;0;0;0;0;0
2022-04-06;309112;Commerce Audience/Lapsed Buyers;64410;Nuts US;0;;290293;Commerce Audience/Lapsed Buyers;CTV;USD;2;0;0.0052;0;0;0;0;0
2021-11-19;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Smartphone;USD;41649;499;199.6;1303.78;22;25;0;0
2021-09-15;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Unknown;USD;4;0;0.001;0;0;0;0;0
2021-04-04;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Tablet;USD;623;4;1.088;0;0;0;0;0
2021-10-30;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;696;7;2.8;0;0;0;0;0
2021-11-02;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Unknown;USD;2;0;0.0006;0;0;0;0;0
2021-03-15;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Desktop;USD;37382;168;65.0044;1385.65;23;25;0;0
2022-04-10;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Unknown;USD;1;0;0;0;0;0;0;0
2021-12-21;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Other;USD;2;0;0.0001;0;0;0;0;0
2022-01-10;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Other;USD;28;0;0.0016;0;0;0;0;0
2021-08-18;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Desktop;USD;6761;28;12.0673;152.08;4;4;0;0
2022-02-05;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;;USD;0;0;0;0;0;0;0;0
2021-07-09;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Desktop;USD;152251;549;489.2474;1590.78;33;33;0;0
2022-01-26;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;;USD;0;0;0;0;0;0;0;0
2022-03-01;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Tablet;USD;3244;10;3;0;0;0;0;0
2022-02-20;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;CTV;USD;2;0;0.0002;0;0;0;0;0
2021-08-19;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;130;0;0;0;0;0;0;0
